login,user_url,html_url,repos_url,followers,total_stars,total_forks,total_watchers,languages,label
jkm9000,https://api.github.com/users/jkm9000,https://github.com/jkm9000,https://api.github.com/users/jkm9000/repos,6,1,0,1,"{'PHP', 'Shell', 'JavaScript'}",Bad
olistik,https://api.github.com/users/olistik,https://github.com/olistik,https://api.github.com/users/olistik/repos,81,10,6,10,"{'Ruby', 'JavaScript', 'CSS', 'Rust', 'HTML'}",Bad
jpignata,https://api.github.com/users/jpignata,https://github.com/jpignata,https://api.github.com/users/jpignata/repos,182,187,25,187,"{'TypeScript', 'Ruby', 'JavaScript', 'Vim Script', 'Python', 'CSS', 'Go', 'Java'}",Excellent
barredo,https://api.github.com/users/barredo,https://github.com/barredo,https://api.github.com/users/barredo/repos,36,66,1,66,"{'PHP', 'Objective-C'}",Average
mlilley,https://api.github.com/users/mlilley,https://github.com/mlilley,https://api.github.com/users/mlilley/repos,8,12,1,12,"{'Shell', 'Elixir', 'JavaScript', 'C++', 'Makefile', 'Erlang', 'Go', 'Java'}",Bad
wolfmanjm,https://api.github.com/users/wolfmanjm,https://github.com/wolfmanjm,https://api.github.com/users/wolfmanjm/repos,70,97,24,97,"{'Ruby', 'C', 'Objective-C', 'Python', 'C++', 'Makefile', 'Groovy', 'Emacs Lisp'}",Excellent
thaniaclair,https://api.github.com/users/thaniaclair,https://github.com/thaniaclair,https://api.github.com/users/thaniaclair/repos,9,0,0,0,"{'Ruby', 'Java'}",Bad
ericholsinger,https://api.github.com/users/ericholsinger,https://github.com/ericholsinger,https://api.github.com/users/ericholsinger/repos,10,3,1,3,"{'Python', 'Java'}",Bad
flyrev,https://api.github.com/users/flyrev,https://github.com/flyrev,https://api.github.com/users/flyrev/repos,67,22,3,22,"{'Shell', 'JavaScript', 'Scala', 'C#', 'PowerShell', 'Java'}",Bad
Diver,https://api.github.com/users/Diver,https://github.com/Diver,https://api.github.com/users/Diver/repos,4,2,0,2,set(),Bad
STRd6,https://api.github.com/users/STRd6,https://github.com/STRd6,https://api.github.com/users/STRd6/repos,916,75,11,75,"{'TypeScript', 'Ruby', 'JavaScript', 'CSS', 'C++', 'CoffeeScript'}",Average
rawinng,https://api.github.com/users/rawinng,https://github.com/rawinng,https://api.github.com/users/rawinng/repos,16,3,2,3,"{'TypeScript', 'Shell', 'EJS', 'Dockerfile', 'JavaScript', 'Python', 'CSS', 'Kotlin', 'Java'}",Bad
drernie,https://api.github.com/users/drernie,https://github.com/drernie,https://api.github.com/users/drernie/repos,22,2,1,2,"{'Elixir', 'TypeScript', 'Ruby', 'C', 'Objective-C', 'Python', 'CoffeeScript', 'Go', 'HTML'}",Bad
chrisp,https://api.github.com/users/chrisp,https://github.com/chrisp,https://api.github.com/users/chrisp/repos,5,4,0,4,"{'Ruby', 'JavaScript', 'C', 'Go'}",Bad
ozten,https://api.github.com/users/ozten,https://github.com/ozten,https://api.github.com/users/ozten/repos,145,37,18,37,"{'PHP', 'Shell', 'Puppet', 'Ruby', 'JavaScript', 'C', 'Python', 'Rust', 'HTML'}",Average
scatteredbra1n,https://api.github.com/users/scatteredbra1n,https://github.com/scatteredbra1n,https://api.github.com/users/scatteredbra1n/repos,10,4,1,4,"{'Shell', 'JavaScript', 'Swift', 'CSS', 'SCSS'}",Bad
pdurbin,https://api.github.com/users/pdurbin,https://github.com/pdurbin,https://api.github.com/users/pdurbin/repos,222,20,13,20,"{'R', 'JavaScript', 'Python', 'Perl', 'HTML'}",Bad
olbrich,https://api.github.com/users/olbrich,https://github.com/olbrich,https://api.github.com/users/olbrich/repos,47,630,134,630,"{'TypeScript', 'Ruby', 'JavaScript', 'CSS', 'PHP', 'Go'}",Excellent
eshwardeep,https://api.github.com/users/eshwardeep,https://github.com/eshwardeep,https://api.github.com/users/eshwardeep/repos,9,4,0,4,{'Ruby'},Bad
robknight,https://api.github.com/users/robknight,https://github.com/robknight,https://api.github.com/users/robknight/repos,41,23,22,23,"{'TypeScript', 'Shell', 'JavaScript', 'Clojure', 'Python', 'Astro', 'PHP', 'Go', 'Emacs Lisp'}",Average
kam,https://api.github.com/users/kam,https://github.com/kam,https://api.github.com/users/kam/repos,5,0,1,0,"{'Ruby', 'Elixir'}",Bad
Jagaa,https://api.github.com/users/Jagaa,https://github.com/Jagaa,https://api.github.com/users/Jagaa/repos,4,4,1,4,{'JavaScript'},Bad
dipeshraichura,https://api.github.com/users/dipeshraichura,https://github.com/dipeshraichura,https://api.github.com/users/dipeshraichura/repos,22,0,0,0,"{'JavaScript', 'Swift'}",Bad
hjiang,https://api.github.com/users/hjiang,https://github.com/hjiang,https://api.github.com/users/hjiang/repos,490,20,2,20,"{'TypeScript', 'Ruby', 'JavaScript', 'Emacs Lisp', 'C', 'Swift', 'Clojure', 'CSS', 'Python', 'C++', 'TeX', 'PHP', 'Go', 'HTML'}",Bad
dharmatech,https://api.github.com/users/dharmatech,https://github.com/dharmatech,https://api.github.com/users/dharmatech/repos,195,158,39,158,"{'Shell', 'HTML', 'JavaScript', 'C#', 'PowerShell', 'Haskell', 'Jupyter Notebook', 'Scheme'}",Good
deshark,https://api.github.com/users/deshark,https://github.com/deshark,https://api.github.com/users/deshark/repos,4,2,0,2,set(),Bad
miura1729,https://api.github.com/users/miura1729,https://github.com/miura1729,https://api.github.com/users/miura1729/repos,109,250,28,250,"{'Ruby', 'C', 'HTML'}",Excellent
smiller,https://api.github.com/users/smiller,https://github.com/smiller,https://api.github.com/users/smiller/repos,12,5,4,5,"{'Shell', 'Ruby', 'Java', 'Emacs Lisp', 'JavaScript', 'Clojure', 'CSS', 'HTML'}",Bad
suniljagadish,https://api.github.com/users/suniljagadish,https://github.com/suniljagadish,https://api.github.com/users/suniljagadish/repos,3,0,0,0,{'HTML'},Bad
thoran,https://api.github.com/users/thoran,https://github.com/thoran,https://api.github.com/users/thoran/repos,32,3,1,3,"{'Ruby', 'JavaScript', 'Crystal'}",Bad
jhenzie,https://api.github.com/users/jhenzie,https://github.com/jhenzie,https://api.github.com/users/jhenzie/repos,5,1,0,1,"{'C#', 'JavaScript', 'Go'}",Bad
reborg,https://api.github.com/users/reborg,https://github.com/reborg,https://api.github.com/users/reborg/repos,160,132,19,132,"{'Shell', 'Ruby', 'Java', 'JavaScript', 'Clojure', 'VimL', 'Common Lisp', 'HTML'}",Average
penguin2774,https://api.github.com/users/penguin2774,https://github.com/penguin2774,https://api.github.com/users/penguin2774/repos,8,11,1,11,"{'Common Lisp', 'Clojure', 'C', 'Emacs Lisp'}",Bad
wangjiaz,https://api.github.com/users/wangjiaz,https://github.com/wangjiaz,https://api.github.com/users/wangjiaz/repos,4,3,0,3,"{'Java', 'JavaScript', 'HTML'}",Bad
kapilt,https://api.github.com/users/kapilt,https://github.com/kapilt,https://api.github.com/users/kapilt/repos,278,12,17,12,"{'Python', 'Go'}",Bad
obro,https://api.github.com/users/obro,https://github.com/obro,https://api.github.com/users/obro/repos,4,0,0,0,{'JavaScript'},Bad
case,https://api.github.com/users/case,https://github.com/case,https://api.github.com/users/case/repos,45,0,0,0,"{'Shell', 'TypeScript', 'Ruby', 'JavaScript', 'Python', 'CSS', 'CoffeeScript', 'PHP', 'HTML'}",Bad
kshep,https://api.github.com/users/kshep,https://github.com/kshep,https://api.github.com/users/kshep/repos,23,22,39,22,"{'Ruby', 'JavaScript', 'Perl', 'Python'}",Average
looselytyped,https://api.github.com/users/looselytyped,https://github.com/looselytyped,https://api.github.com/users/looselytyped/repos,268,92,193,92,"{'ApacheConf', 'Shell', 'Dockerfile', 'HTML', 'TypeScript', 'Ruby', 'JavaScript', 'Emacs Lisp', 'Clojure', 'Python', 'VimL', 'Go', 'Java'}",Excellent
nocksock,https://api.github.com/users/nocksock,https://github.com/nocksock,https://api.github.com/users/nocksock/repos,64,81,4,81,"{'GLSL', 'TypeScript', 'Shell', 'JavaScript', 'Vim script', 'C', 'Lua', 'Go'}",Average
tfredrich,https://api.github.com/users/tfredrich,https://github.com/tfredrich,https://api.github.com/users/tfredrich/repos,264,106,74,106,"{'TypeScript', 'Java', 'JavaScript', 'C', 'HTML'}",Excellent
DanielVartanov,https://api.github.com/users/DanielVartanov,https://github.com/DanielVartanov,https://api.github.com/users/DanielVartanov/repos,110,96,52,96,"{'Shell', 'Ruby', 'Emacs Lisp', 'CSS', 'Lua', 'C++', 'Go', 'HTML'}",Excellent
christopherkeller,https://api.github.com/users/christopherkeller,https://github.com/christopherkeller,https://api.github.com/users/christopherkeller/repos,11,6,7,6,"{'TeX', 'Python', 'JavaScript', 'Shell'}",Bad
damnzen,https://api.github.com/users/damnzen,https://github.com/damnzen,https://api.github.com/users/damnzen/repos,4,0,0,0,"{'Python', 'JavaScript'}",Bad
jacek,https://api.github.com/users/jacek,https://github.com/jacek,https://api.github.com/users/jacek/repos,26,76,43,76,{'C++'},Good
youssef,https://api.github.com/users/youssef,https://github.com/youssef,https://api.github.com/users/youssef/repos,8,2,0,2,set(),Bad
divineforest,https://api.github.com/users/divineforest,https://github.com/divineforest,https://api.github.com/users/divineforest/repos,57,91,240,91,"{'TypeScript', 'Shell', 'Ruby', 'JavaScript', 'HTML'}",Excellent
arumahn,https://api.github.com/users/arumahn,https://github.com/arumahn,https://api.github.com/users/arumahn/repos,4,0,0,0,{'CSS'},Bad
Reen,https://api.github.com/users/Reen,https://github.com/Reen,https://api.github.com/users/Reen/repos,10,24,9,24,"{'Shell', 'Java', 'JavaScript', 'C', 'Python', 'C#', 'C++', 'Jupyter Notebook', 'VimL', 'PHP', 'CMake', 'HTML'}",Bad
niblettes,https://api.github.com/users/niblettes,https://github.com/niblettes,https://api.github.com/users/niblettes/repos,4,3,0,3,"{'FORTRAN', 'Swift'}",Bad
ehaselwanter,https://api.github.com/users/ehaselwanter,https://github.com/ehaselwanter,https://api.github.com/users/ehaselwanter/repos,47,1,0,1,"{'Ruby', 'Perl', 'Python'}",Bad
cxplanet,https://api.github.com/users/cxplanet,https://github.com/cxplanet,https://api.github.com/users/cxplanet/repos,9,1,0,1,"{'HTML', 'Arduino', 'JavaScript', 'Swift', 'Objective-C', 'Python', 'CSS', 'C++', 'Jupyter Notebook', 'Kotlin', 'Java'}",Bad
ckleow2000,https://api.github.com/users/ckleow2000,https://github.com/ckleow2000,https://api.github.com/users/ckleow2000/repos,4,2,0,2,{'C++'},Bad
aantono,https://api.github.com/users/aantono,https://github.com/aantono,https://api.github.com/users/aantono/repos,28,69,29,69,"{'Shell', 'Ruby', 'Python', 'C++', 'CoffeeScript', 'Go', 'Groovy', 'Java'}",Excellent
tomlea,https://api.github.com/users/tomlea,https://github.com/tomlea,https://api.github.com/users/tomlea/repos,79,147,16,147,"{'Shell', 'Ruby', 'JavaScript', 'C', 'Objective-C', 'Go'}",Average
darkside,https://api.github.com/users/darkside,https://github.com/darkside,https://api.github.com/users/darkside/repos,49,40,40,40,"{'Ruby', 'JavaScript', 'C++', 'Shell'}",Excellent
up,https://api.github.com/users/up,https://github.com/up,https://api.github.com/users/up/repos,13,68,8,68,"{'PHP', 'CSS', 'JavaScript', 'C'}",Average
olcai,https://api.github.com/users/olcai,https://github.com/olcai,https://api.github.com/users/olcai/repos,8,32,11,32,"{'Elixir', 'JavaScript', 'C', 'Python', 'Nix', 'Erlang', 'Emacs Lisp'}",Average
augustzf,https://api.github.com/users/augustzf,https://github.com/augustzf,https://api.github.com/users/augustzf/repos,15,37,4,37,"{'HCL', 'Dart', 'TypeScript', 'Arduino', 'Ruby', 'JavaScript', 'CSS', 'Go'}",Average
starmer,https://api.github.com/users/starmer,https://github.com/starmer,https://api.github.com/users/starmer/repos,9,10,6,10,"{'Python', 'JavaScript', 'Ruby', 'Java'}",Bad
canuk,https://api.github.com/users/canuk,https://github.com/canuk,https://api.github.com/users/canuk/repos,10,3,1,3,"{'Shell', 'Ruby', 'JavaScript', 'CSS', 'Python', 'PHP', 'HTML'}",Bad
andreashappe,https://api.github.com/users/andreashappe,https://github.com/andreashappe,https://api.github.com/users/andreashappe/repos,98,47,11,47,"{'HCL', 'Ruby', 'JavaScript', 'Python', 'TeX', 'HTML'}",Average
jorahood,https://api.github.com/users/jorahood,https://github.com/jorahood,https://api.github.com/users/jorahood/repos,7,22,8,22,"{'TypeScript', 'Shell', 'Ruby', 'JavaScript', 'HTML'}",Bad
fk,https://api.github.com/users/fk,https://github.com/fk,https://api.github.com/users/fk/repos,142,10,3,10,"{'TypeScript', 'Shell', 'Ruby', 'JavaScript', 'Sass', 'Astro', 'HTML'}",Bad
blackwinter,https://api.github.com/users/blackwinter,https://github.com/blackwinter,https://api.github.com/users/blackwinter/repos,105,146,26,146,"{'Shell', 'Ruby', 'Java', 'JavaScript', 'C', 'HTML'}",Excellent
srivatsn,https://api.github.com/users/srivatsn,https://github.com/srivatsn,https://api.github.com/users/srivatsn/repos,69,58,8,58,"{'TypeScript', 'Dockerfile', 'Python', 'C#', 'Jupyter Notebook', 'Rust'}",Average
aq1018,https://api.github.com/users/aq1018,https://github.com/aq1018,https://api.github.com/users/aq1018/repos,108,152,82,152,"{'TypeScript', 'Ruby', 'JavaScript', 'Objective-C', 'Rust', 'Go', 'OpenSCAD'}",Excellent
quanganhdo,https://api.github.com/users/quanganhdo,https://github.com/quanganhdo,https://api.github.com/users/quanganhdo/repos,80,50,15,50,"{'Shell', 'Ruby', 'JavaScript', 'Swift', 'Objective-C', 'Python', 'VimL', 'PHP', 'HTML'}",Average
pjaroszynski,https://api.github.com/users/pjaroszynski,https://github.com/pjaroszynski,https://api.github.com/users/pjaroszynski/repos,9,32,7,32,"{'Python', 'C++', 'C', 'Java'}",Average
tfasciana,https://api.github.com/users/tfasciana,https://github.com/tfasciana,https://api.github.com/users/tfasciana/repos,4,0,0,0,set(),Bad
cep21,https://api.github.com/users/cep21,https://github.com/cep21,https://api.github.com/users/cep21/repos,176,1125,81,1125,"{'PHP', 'Shell', 'Dockerfile', 'JavaScript', 'Python', 'Rust', 'Go'}",Excellent
aevernon,https://api.github.com/users/aevernon,https://github.com/aevernon,https://api.github.com/users/aevernon/repos,9,33,24,33,{'Ruby'},Average
dkaz,https://api.github.com/users/dkaz,https://github.com/dkaz,https://api.github.com/users/dkaz/repos,8,3,0,3,"{'Python', 'Ruby', 'Scala'}",Bad
cpaulbond,https://api.github.com/users/cpaulbond,https://github.com/cpaulbond,https://api.github.com/users/cpaulbond/repos,18,2,0,2,"{'HTML', 'Python', 'Common Lisp', 'Rust', 'Go', 'Emacs Lisp'}",Bad
mincemaker,https://api.github.com/users/mincemaker,https://github.com/mincemaker,https://api.github.com/users/mincemaker/repos,4,2,0,2,{'Vim script'},Bad
hemanth,https://api.github.com/users/hemanth,https://github.com/hemanth,https://api.github.com/users/hemanth/repos,2775,4964,547,4964,"{'Shell', 'HTML', 'JavaScript', 'Python', 'CSS', 'CoffeeScript', 'Java'}",Excellent
deavid,https://api.github.com/users/deavid,https://github.com/deavid,https://api.github.com/users/deavid/repos,29,97,45,97,"{'JavaScript', 'Python', 'C++', 'Rust', 'HTML'}",Excellent
miry,https://api.github.com/users/miry,https://github.com/miry,https://api.github.com/users/miry/repos,83,4,1,4,"{'Shell', 'Ruby', 'JavaScript', 'Go', 'Crystal', 'Smarty'}",Bad
fabianhoward,https://api.github.com/users/fabianhoward,https://github.com/fabianhoward,https://api.github.com/users/fabianhoward/repos,12,0,0,0,"{'Python', 'JavaScript'}",Bad
ladelfa,https://api.github.com/users/ladelfa,https://github.com/ladelfa,https://api.github.com/users/ladelfa/repos,8,8,1,8,"{'Ruby', 'Visual Basic'}",Bad
textpattern,https://api.github.com/users/textpattern,https://github.com/textpattern,https://api.github.com/users/textpattern/repos,42,1042,210,1042,"{'Shell', 'JavaScript', 'CSS', 'SCSS', 'PHP', 'HTML'}",Good
seanharper,https://api.github.com/users/seanharper,https://github.com/seanharper,https://api.github.com/users/seanharper/repos,6,13,1,13,"{'Ruby', 'C#'}",Bad
matmar10,https://api.github.com/users/matmar10,https://github.com/matmar10,https://api.github.com/users/matmar10/repos,53,16,7,16,"{'PHP', 'JavaScript', 'C', 'HTML'}",Bad
wolfhesse,https://api.github.com/users/wolfhesse,https://github.com/wolfhesse,https://api.github.com/users/wolfhesse/repos,25,0,2,0,"{'Shell', 'Ruby', 'JavaScript', 'Python', 'CSS', 'PHP', 'HTML'}",Bad
gbence,https://api.github.com/users/gbence,https://github.com/gbence,https://api.github.com/users/gbence/repos,29,24,3,24,"{'Julia', 'Shell', 'Ruby', 'JavaScript', 'C', 'Vim script', 'CSS', 'C++', 'Erlang'}",Bad
louis,https://api.github.com/users/louis,https://github.com/louis,https://api.github.com/users/louis/repos,10,1,0,1,{'Ruby'},Bad
fhla,https://api.github.com/users/fhla,https://github.com/fhla,https://api.github.com/users/fhla/repos,4,2,0,2,set(),Bad
Apogeus,https://api.github.com/users/Apogeus,https://github.com/Apogeus,https://api.github.com/users/Apogeus/repos,4,2,0,2,{'JavaScript'},Bad
sora,https://api.github.com/users/sora,https://github.com/sora,https://api.github.com/users/sora/repos,75,26,6,26,"{'VHDL', 'Arduino', 'Verilog', 'C', 'Makefile', 'Python', 'C++', 'VimL', 'TeX', 'CoffeeScript', 'Go', 'Perl'}",Bad
monstromau,https://api.github.com/users/monstromau,https://github.com/monstromau,https://api.github.com/users/monstromau/repos,9,3,0,3,"{'Ruby', 'JavaScript'}",Bad
mattjackets,https://api.github.com/users/mattjackets,https://github.com/mattjackets,https://api.github.com/users/mattjackets/repos,6,9,4,9,"{'Assembly', 'Shell', 'Puppet', 'Ruby', 'Python', 'PHP'}",Bad
vitaliyf,https://api.github.com/users/vitaliyf,https://github.com/vitaliyf,https://api.github.com/users/vitaliyf/repos,21,36,19,36,"{'TypeScript', 'Shell', 'JavaScript', 'C', 'Python', 'C++', 'Mustache', 'Java'}",Average
boo,https://api.github.com/users/boo,https://github.com/boo,https://api.github.com/users/boo/repos,7,27,1,27,{'C#'},Bad
EricBorgen,https://api.github.com/users/EricBorgen,https://github.com/EricBorgen,https://api.github.com/users/EricBorgen/repos,8,1,1,1,{'Ruby'},Bad
chiragsinghal,https://api.github.com/users/chiragsinghal,https://github.com/chiragsinghal,https://api.github.com/users/chiragsinghal/repos,19,0,0,0,{'Ruby'},Bad
basseman,https://api.github.com/users/basseman,https://github.com/basseman,https://api.github.com/users/basseman/repos,4,2,1,2,{'JavaScript'},Bad
anka,https://api.github.com/users/anka,https://github.com/anka,https://api.github.com/users/anka/repos,33,169,58,169,"{'Ruby', 'JavaScript', 'Vue', 'Objective-C'}",Excellent
zegomesjf,https://api.github.com/users/zegomesjf,https://github.com/zegomesjf,https://api.github.com/users/zegomesjf/repos,50,14,5,14,"{'Ruby', 'JavaScript', 'VimL', 'Python'}",Bad
coretech,https://api.github.com/users/coretech,https://github.com/coretech,https://api.github.com/users/coretech/repos,70,0,1,0,"{'Dart', 'Shell', 'JavaScript', 'Objective-C', 'Python', 'C++', 'Erlang', 'Go', 'HTML'}",Bad
Ormu,https://api.github.com/users/Ormu,https://github.com/Ormu,https://api.github.com/users/Ormu/repos,4,2,0,2,{'C'},Bad
